sprite_id,name,,
2709,Valkyrie Priestess,,
2710,Angel Bat,,
2711,Imp Bishop,,
2712,Razorweb Arachnalisk,,
2713,Centaur Khan,,
2714,Elf Brawler,,
2715,Aspen Ent,,
2716,Volcanic Gargantuan,,
2780,Hanyac Tremor,,
2717,Villous Wolpertinger,,
2718,Dragon Spirit,,
2719,Raven Seer,,
2720,Unstable Shapeshifter,,
2721,Evil Vortex,,
2722,Lich Netherwalker,,
2723,Heretic Crusader,,
2724,Arcus Vulpes,,
2725,Steelheart Gargoyle,,
2673,Head of Althea,,
2676,Body of Althea,,
2675,Arm of Althea,,
2677,Arm of Althea,,
2672,Shoulder of Althea,,
2674,Shoulder of Althea,,
2667,Head of Nebodar,,
2670,Body of Nebodar,,
2669,Claw of Nebodar,,
2671,Claw of Nebodar,,
2666,Wing of Nebodar,,
2668,Wing of Nebodar,,
2643,Head of Jotun,,
2646,Body of Jotun,,
2645,Arm of Jotun,,
2647,Arm of Jotun,,
2642,Shoulder of Jotun,,
2644,Shoulder of Jotun,,
2631,Head of Hydranox,,
2634,Body of Hydranox,,
2633,Head of Hydranox,,
2635,Head of Hydranox,,
2630,Head of Hydranox,,
2632,Head of Hydranox,,
2649,Head of Loid,,
2652,Body of Loid,,
2651,Arm of Loid,,
2653,Arm of Loid,,
2648,Shoulder of Loid,,
2650,Shoulder of Loid,,
2637,Head of Impington,,
2640,Body of Impington,,
2639,Cannon of Impington,,
2641,Arm of Impington,,
2636,Shoulder of Impington,,
2638,Shoulder of Impington,,
2679,Head of The Ancestor,,
2682,Body of The Ancestor,,
2681,Arm of The Ancestor,,
2683,Arm of The Ancestor,,
2678,Shoulder of The Ancestor,,
2680,Shoulder of The Ancestor,,
1332,Head of Caliban,,
1335,Heart of Caliban,,
1334,Hand of Caliban,,
1336,Hand of Caliban,,
1331,Orbs of Caliban,,
1333,Orbs of Caliban,,
2661,Head of Mindwurm,,
2664,Body of Mindwurm,,
2663,Saddle of Mindwurm,,
2665,Tail of Mindwurm,,
2660,Orbs of Mindwurm,,
2662,Orbs of Mindwurm,,
2655,Head of Lost Construct,,
2658,Body of Lost Construct,,
2657,Arm of Lost Construct,,
2659,Arm of Lost Construct,,
2654,Shoulder of Lost Construct,,
2656,Shoulder of Lost Construct,,
3028,Nihilist Ender,,
3030,Nihilist Paralyzer,,
3032,Nihilist Protector,,
3026,Nihilist Sealer,,
3027,Nihilist Seeker,,
3029,Nihilist Summoner,,
3025,Electropod Spider,,
3024,Electropod Beetle,,
3023,Electropod Fly,,
3022,Electropod Ant,,
3020,Electropod Mantis,,
3021,Electropod Scorpion,,
3086,Hermitey,,
2878,Helios,,
2875,Vannyx,,
2880,Bejem,,
2882,Acrova,,
2881,Bashcloak,,
2877,Iridris,,
2876,Toyland Amalgamation,,
2933,Alexandria,,
2935,Anneltha,,
2930,Ariamaki,,
2928,Genaros,,
2926,Muse,,
2929,Reclusa,,
2934,4080,,
2922,Shallan,,
2927,T'mere M'rgo,,
2895,Adaxial,,
2893,Akara,,
2891,8004,,
2896,Emus,,
2889,Grom'Met,,
2897,Nalas,,
2890,Rengas,,
2892,Saurel,,
2894,Thana,,
2982,Nine Tailed Harvester,,
2985,The First Spawn,,
2989,Tsuchinoko,,
2983,Gravekeeper,,
2984,Singerbread Man,,
2988,Duckgundr,,
2987,Paroxys,,
2986,Heartminder,,
3085,Pontiff of Luck,,
2981,Otherworldly Visitor,,
3097,Jaculus,,
3098,Obscene Blight,,
3099,Legion,,
2978,Rhozzgon,,
2977,Demon King,,
2976,Zombaton,,
2975,Piscacanth,,
2974,Sapphire Drake,,
2973,Snow Lily,,
2972,Bilemaw,,
2971,Chosen of the Fae,,
2970,Grubette,,
2969,The Bearon,,
2968,Defiant Defiler,,
2967,Nguruvilu,,
2966,Avion,,
2965,Proxigeist,,
2961,Band Warchief,,
2964,Kavnak,,
2962,Infinite Eggling,,
2960,Mathemagician,,
2959,Conductive Carcharin,,
2958,Davey,,
2957,Dire Werewolf,,
2948,Lunatio,,
2956,Hydra,,
3395,Ameteris Krin,,
2954,Nox Sinon,,
2953,Grovewalker,,
2952,Mind Reaver,,
2951,Clawtail Wyrm,,
2949,Abandoned Homunculus,,
2907,Lizard Wizard,,
2906,Oni-Goroshi,,
2905,Puffergryph,,
2904,Greybeard,,
2898,Taco Hell,,
2903,Arcian Warbeast,,
2902,The Dervish,,
2901,Avaricious Draco,,
2900,Kobold,,
2899,Skelegoop,,
3079,Bhasa Cherub,,
3083,Surya Cherub,,
3082,Preta Cherub,,
3084,Vipina Cherub,,
3080,Chandra Cherub,,
3081,Nisha Cherub,,
3067,Junkyard Bot,,
3088,Bio Bot,,
3089,Brave Little Bot,,
3090,Wizard's Companion,,
3091,Wizard's Defender,,
3145,Sentry Bot,,
3040,Experimental Clockwork,,
3039,Foghorn Clockwork,,
3061,Industrial Clockwork,,
3060,Siege Clockwork,,
3058,Battle Clockwork,,
3057,War Clockwork,,
3095,Living Arbiter,,
3094,Feeling Arbiter,,
3064,Thinking Arbiter,,
3065,Breathing Arbiter,,
3063,Moving Arbiter,,
3062,Final Arbiter,,
3052,Club Luckmantria,,
3056,Diamond Luckmantria,,
3092,Heart Luckmantria,,
3055,Spade Luckmantria,,
3053,Ace Luckmantria,,
3054,Joker Luckmantria,,
3019,Uralos Spellslinger,,
3017,Uralos Knight,,
3018,Uralos Spearmaster,,
3016,Uralos Savage,,
3015,Uralos Trickster,,
3014,Uralos Healer,,
3008,Valor Chimera,,
3009,Draco Chimera,,
3013,Arcana Chimera,,
3012,Blessed Chimera,,
3011,Undying Chimera,,
3010,Wylder Chimera,,
3001,Brain Animation,,
2997,Ear Animation,,
2999,Eye Animation,,
3000,Feet Animation,,
2998,Hand Animation,,
2996,Lip Animation,,
2888,Asclepias Fae,,
2887,Helianthus Fae,,
2886,Hydrangea Fae,,
2885,Polygala Fae,,
2884,Rhododendron Fae,,
2883,Roseaea Fae,,
3150,Rimeskin Spellmane,,
3147,Ashskin Spellmane,,
3148,Voltskin Spellmane,,
3151,Venomskin Spellmane,,
3146,Dryskin Spellmane,,
3154,Cloudskin Spellmane,,
3037,Colacanth,,
3036,Bumblebig,,
3035,Lavalotl,,
3034,String Puller,,
3077,Magicalope,,
3033,Paladin Crab,,
3051,Plated Warhog,,
3050,Mystic Warhog,,
3046,Oozing Warhog,,
3044,Barbed Warhog,,
3042,Accursed Warhog,,
3041,Dire Warhog,,
3007,Nephilim Shieldbearer,,
3006,Nephilim Lord,,
3005,Nephilim Sorcerer,,
3004,Nephilim Skirmisher,,
3002,Nephilim Cleric,,
3003,Nephilim Scion,,
2995,Inkjet Kraken,,
2994,Kraken Shipbreaker,,
2993,Unblinking Kraken,,
2992,Ironside Kraken,,
2991,Kraken Hundredhand,,
2990,Abyssal Kraken,,
2921,Cranium Cluster,,
2920,Proto-Brachyura,,
2918,Petrafortis,,
2917,Abacus,,
2916,Forgotten Disciple,,
2915,Orphaned Minion,,
2941,Atlas Beacon,,
2939,Luna Beacon,,
2940,Lappet Beacon,,
2938,Deathshead Beacon,,
2937,Pellucid Beacon,,
2936,Rosy Beacon,,
2914,Seiryu,,
2911,Byakko,,
2913,Genbu,,
2912,Suzaku,,
2910,Huanglong,,
2908,Kirin,,
3409,Mythicant Populi,,
3411,Mythicant Solis,,
3407,Mythicant Calti,,
3408,Mythicant Palmira,,
3410,Mythicant Pryderis,,
2942,Mythicant Erdhe,,
2950,Gravewood Ghost,,
3396,Shambler Benefactor,,
3639,Orc Bowman,,
3618,Cursed Effigy,,
3619,Falconer Effigy,,
3620,Knight Effigy,,
3621,Dancing Effigy,,
3622,Noble Effigy,,
3623,Healing Effigy,,
3638,Besieged Beast,,
3554,Lucanian Archunter,,
3555,Lucanian Soulbinder,,
3556,Lucanian Illuminator,,
3557,Lucanian Armiger,,
3558,Lucanian Windrider,,
3559,Lucanian Aspectal,,
3624,Egg Over Breezy,,
3625,Scorched Egg,,
3626,Brambled Egg,,
3627,Egg-Drop Sleuth,,
3628,Romulette,,
3629,Eggs Benedictator,,
3483,Spectral Monarch,,
3595,Peculiar Spacecat,,
3596,Gold Spacecat,,
3597,Black Spacecat,,
3598,Astral Spacecat,,
3599,Furious Spacecat,,
3600,Ancient Spacecat,,
3510,Spelljuggler Connoisseur,,
3511,Spelljuggler Instructor,,
3512,Spelljuggler Bedazzler,,
3513,Spelljuggler Conservator,,
3514,Spelljuggler Opportunist,,
3515,Spelljuggler Trapezist,,
3637,Ol' Nog,,
3636,Splitsoul,,
3635,Gemstone Trader,,
3634,Jackal Swarm,,
3633,The End,,
3632,Fury Stormer,,
3631,Soulwarper,,
3630,Spellsword,,
3608,Snow Stalker,,
3609,Celestial Scarapin,,
3533,Doedoodle,,
3474,Calumnier Fop,,
3473,Calumnier Dandy,,
3475,Calumnier Socialite,,
3476,Calumnier Bete,,
3477,Calumnier Belle,,
3478,Calumnier Partycrasher,,
3501,Marionette Ballerina,,
3502,Marionette Charlatan,,
3503,Marionette Demoiselle,,
3434,Marionette Hypnotist,,
3493,Marionette Medium,,
3491,Marionette Primadonna,,
3492,Marionette Harlequin,,
3494,Marionette Virtuoso,,
3585,Mimpling,,
3586,Genetic Anomaly,,
3587,Mythicant Chromis,,
3588,Uralos Warchief,,
3482,Plains Felkat,,
3610,Dust Fairy,,
3534,One-Punch Snowman,,
3481,Miracle Spider,,
3601,Brockiosaurus,,
3602,Thunder-Rex,,
3603,Triflaratops,,
3604,Veliceoraptor,,
3605,Vinosaurus,,
3606,Windactyl,,
3607,Ancloudysaur,,
3611,Melishell,,
3612,Zarnox,,
3613,Blipzor,,
3614,Grivix,,
3615,Klyptar,,
3616,Mechto,,
3617,Zyphra,,
3479,Zeuschund,,
6969,Balcan,,
6969,Xandor,,
6969,Gorpin,,
6969,Trion,,
6969,Miredol,,
6969,Structicon,,
6969,Wurmind,,
6969,Darboen,,
6969,Nalesath,,
6969,Rastoc,,
3495,Underdweller Rot-thief,,
3496,Underdweller Hexblade,,
3497,Underdweller Mischiefmaker,,
3500,Underdweller Ripper,,
3498,Underdweller Ritesmaster,,
3499,Underdweller Fearmonger,,
3579,Sky Cataclysm,,
3580,Volcanic Cataclysm,,
3581,Oceanic Cataclysm,,
3582,Storm Cataclysm,,
3583,Terra Cataclysm,,
3584,Glacial Cataclysm,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
6969,Tipsy Denizen,,
3570,Pandemic Cataclysm,,
3571,Explosive Cataclysm,,
3574,Almighty Cataclysm,,
3572,Nuclear Cataclysm,,
3573,Cosmic Cataclysm,,
3535,Iron Maiden,,
3484,Mireling Striker,,
3485,Mireling Corruptor,,
3486,Mireling Arbitrator,,
3487,Mireling Dart Frog,,
3488,Mireling Spellscatterer,,
3489,Kaleido-toad,,
3548,Wacky Burger,,
3549,Dozen of Rot,,
3550,Ripper,,
3551,Jack o' Lantern,,
3552,Nightmare,,
3553,Toadstool,,
3541,Syringe,,
3542,Ouroboros,,
3543,Dollface,,
3544,Frosty Freezy,,
3545,Bomballoon,,
3546,Dr. Concocto,,
3547,The Heap,,
3527,Sir Roquefort,,
3504,Phenominal Possum,,
3505,Jack Frost,,
3528,Chatter,,
3506,Junkyard,,
3507,Bad Apple,,
3508,Furious Frank,,
3509,Sculpt,,
3472,Benthic Guardian,,
3471,Chronoshatter Wyrm,,
3470,Slash Shifter,,
3452,Gravebound Eidolon,,
3438,Holyguanodon,,
3439,Darknonychus,,
3453,Marionette Evangelist,,
3440,Draconic Strix,,
3462,Prismagician,,
3459,Tormented Bunny,,
3448,Elegant Denizen,,
3449,Pearlescent Denizen,,
3450,Melodic Denizen,,
3451,Operatic Denizen,,
3445,Denizen Gemini,,
3444,Tipsy Denizen,,
3454,Copycat,,
3463,Cootie,,
3457,Lunaris,,
3458,Solaris,,
3460,Clingslime,,
3464,Eye of the Gorgon,,
3455,Hot Lips,,
3465,Megalodon,,
3441,I Scream Man,,
3456,Swarmed Hive,,
3466,King Croak,,
3467,Haunting Glass,,
3447,Kegstruct,,
3442,Bane of Piety,,
3468,Critical Mass,,
3469,Weapons Dealer,,
3461,Parasitic Copycat,,
3446,Training Dummy,,
3443,Loki,,
