battle_sprite,name,race,klass,health,attack,intelligence,defense,speed,total,sources,trait
spr_crits_battle_1135.png,Gooarrior,Concoction,Chaos,35,20,20,20,10,105,"Caustic Reactor, Kingdom of Heretics",Overcome
spr_crits_battle_1137.png,Sludgechemist,Concoction,Chaos,35,20,20,20,10,105,"Caustic Reactor, Kingdom of Heretics",Reticence
spr_crits_battle_1133.png,Gloopidator,Concoction,Chaos,34,19,22,22,12,109,"Caustic Reactor, Kingdom of Heretics",Squelch
spr_crits_battle_1132.png,Swordslime,Concoction,Chaos,37,21,21,21,11,111,"Caustic Reactor, Kingdom of Heretics",Yuck
spr_crits_battle_1141.png,Magma Construct,Construct,Chaos,33,25,15,20,15,108,Arena Shop,Chaos Through Creation
spr_crits_battle_1140.png,Heavenshield Construct,Construct,Life,27,17,22,22,17,105,Arena Shop,Defiance
spr_crits_battle_1143.png,Redsteel Construct,Construct,Chaos,32,27,14,19,14,106,Arena Shop,Feed the Fire
spr_crits_battle_1142.png,Nightveil Construct,Construct,Death,38,13,23,16,18,108,Arena Shop,Forsaken Horizon
spr_crits_battle_1138.png,Astro Construct,Construct,Sorcery,31,16,21,21,16,105,Arena Shop,Helix
spr_crits_battle_1145.png,Skywatch Construct,Construct,Life,28,13,23,23,18,105,Arena Shop,I Am Above
spr_crits_battle_1147.png,Willow Construct,Construct,Nature,33,23,18,18,13,105,Arena Shop,Justice For None
spr_crits_battle_1144.png,Silverbone Construct,Construct,Death,37,12,22,22,17,110,Arena Shop,Masquerade
spr_crits_battle_1146.png,Treewall Construct,Construct,Nature,30,20,20,20,15,105,Arena Shop,Safety Pin
spr_crits_battle_1139.png,Bloodmail Construct,Construct,Sorcery,31,16,21,21,16,105,Arena Shop,Stay Inspired
spr_crits_battle_1148.png,Frostbite Cruncher,Cruncher,Sorcery,38,23,18,23,8,110,"Temple of Lies, Where the Dead Ships Dwell",Munch
spr_crits_battle_1149.png,Elder Cruncher,Cruncher,Sorcery,38,23,18,23,8,110,"Temple of Lies, Where the Dead Ships Dwell",No Prayers
spr_crits_battle_1153.png,Prismatic Cruncher,Cruncher,Sorcery,38,23,18,23,8,110,"Temple of Lies, Where the Dead Ships Dwell",Relish the Kill
spr_crits_battle_1150.png,Bloodstone Cruncher,Cruncher,Sorcery,35,23,18,23,8,107,"Temple of Lies, Where the Dead Ships Dwell",Shellshock
spr_crits_battle_1152.png,Jewel Cruncher,Cruncher,Sorcery,38,23,18,23,8,110,"Temple of Lies, Where the Dead Ships Dwell",Shorted Out
spr_crits_battle_1151.png,Possessed Cruncher,Cruncher,Sorcery,35,23,18,23,8,107,"Temple of Lies, Where the Dead Ships Dwell",Something To Complain About
spr_crits_battle_1156.png,Dusk Crusader,Crusader,Life,32,27,17,18,12,106,"Azure Dream, Eternity's End",Amalgamy
spr_crits_battle_1161.png,Sun Crusader,Crusader,Life,33,28,18,15,13,107,"Azure Dream, Eternity's End",Bathed in Light
spr_crits_battle_1154.png,Blood Crusader,Crusader,Life,32,27,17,17,12,105,"Azure Dream, Eternity's End",Blood Weapon
spr_crits_battle_1158.png,Holy Crusader,Crusader,Life,28,28,18,18,13,105,"Azure Dream, Eternity's End",Faith's Armor
spr_crits_battle_1159.png,Mist Crusader,Crusader,Life,33,28,18,12,13,104,"Azure Dream, Eternity's End",Galvanization
spr_crits_battle_2723.png,Heretic Crusader,Crusader,Sorcery,30,20,21,16,16,103,Sorcery Guild,Inner Force
spr_crits_battle_1160.png,Moon Crusader,Crusader,Life,28,28,18,18,13,105,"Azure Dream, Eternity's End",Lunar Ending
spr_crits_battle_1155.png,Dawn Crusader,Crusader,Life,31,26,18,18,13,106,"Azure Dream, Eternity's End",Royal Authority
spr_crits_battle_1219.png,Ceaseless Maker,Demigod,Life,35,20,20,17,15,107,"Azure Dream, Eternity's End",Anomaly
spr_crits_battle_1223.png,Infinite Lord,Demigod,Life,35,20,20,15,15,105,"Azure Dream, Eternity's End",Calamity
spr_crits_battle_1222.png,Immortal King,Demigod,Life,38,20,20,15,15,108,"Azure Dream, Eternity's End",Celestial Fortitude
spr_crits_battle_1221.png,Eternal Divinity,Demigod,Life,38,23,20,15,15,111,"Azure Dream, Eternity's End",Consciousness
spr_crits_battle_1226.png,Timeless Master,Demigod,Life,36,21,21,16,16,110,"Azure Dream, Eternity's End",Equilibrium
spr_crits_battle_2701.png,Supreme Administrator,Demigod,Death,36,16,21,16,21,110,Death Guild,Reconstructed Memories
spr_crits_battle_1224.png,Omnipotent Deity,Demigod,Life,38,23,23,12,12,108,"Azure Dream, Eternity's End",Singularity
spr_crits_battle_1220.png,Celestial Idol,Demigod,Life,38,23,20,15,15,111,"Azure Dream, Eternity's End",Solence
spr_crits_battle_1233.png,Stone Devil,Devil,Chaos,28,23,23,18,13,105,"Great Pandemonium, Kingdom of Heretics",Angel's Horror
spr_crits_battle_1229.png,Doom Devil,Devil,Chaos,31,22,22,17,12,104,"Great Pandemonium, Kingdom of Heretics",Devil's Deceit
spr_crits_battle_1234.png,Twisted Devil,Devil,Chaos,31,23,23,15,13,105,"Great Pandemonium, Kingdom of Heretics",Dragon's Undoing
spr_crits_battle_1227.png,Bunny Devil,Devil,Chaos,33,23,23,15,10,104,Chaos Guild,Eggnapper
spr_crits_battle_1228.png,Cinder Devil,Devil,Chaos,32,22,23,18,13,108,"Great Pandemonium, Kingdom of Heretics",Giant's Destruction
spr_crits_battle_1231.png,Skull Devil,Devil,Chaos,32,22,23,18,13,108,"Great Pandemonium, Kingdom of Heretics",Revenant's Toll
spr_crits_battle_1232.png,Smoke Devil,Devil,Chaos,32,23,23,18,13,109,"Great Pandemonium, Kingdom of Heretics",Smoking Kills
spr_crits_battle_1230.png,Krampus,Devil,Chaos,32,22,22,18,13,107,Chaos Guild,You Ruined Christmas
spr_crits_battle_2414.png,Diabolic Menace,Diabolic Horde,Chaos,41,16,16,16,21,110,"Bastion of the Void, The Barrens",Diabolic Brilliance
spr_crits_battle_2412.png,Diabolic Bhuta,Diabolic Horde,Chaos,39,14,17,17,22,109,"Bastion of the Void, The Barrens",Diabolic Celebration
spr_crits_battle_2415.png,Diabolic Commander,Diabolic Horde,Chaos,42,17,16,16,21,112,"Bastion of the Void, The Barrens",Diabolic Fortitude
spr_crits_battle_2417.png,Diabolic Insurgent,Diabolic Horde,Chaos,41,16,16,16,21,110,"Bastion of the Void, The Barrens",Diabolic Heritage
spr_crits_battle_2418.png,Diabolic Nemesis,Diabolic Horde,Chaos,38,16,16,16,21,107,"Bastion of the Void, The Barrens",Diabolic Link
spr_crits_battle_2422.png,Diabolic Watchman,Diabolic Horde,Chaos,40,15,15,18,20,108,"Bastion of the Void, The Barrens",Diabolic Might
spr_crits_battle_2416.png,Diabolic Henchman,Diabolic Horde,Chaos,41,16,16,16,21,110,"Bastion of the Void, The Barrens",Diabolic Onslaught
spr_crits_battle_2413.png,Diabolic Intruder,Diabolic Horde,Chaos,41,16,16,16,21,110,"Bastion of the Void, The Barrens",Diabolic Power
spr_crits_battle_2419.png,Diabolic Observer,Diabolic Horde,Chaos,41,16,16,16,21,110,"Bastion of the Void, The Barrens",Diabolic Protection
spr_crits_battle_2421.png,Diabolic Spectator,Diabolic Horde,Chaos,40,15,15,18,23,111,"Bastion of the Void, The Barrens",Diabolic Resilience
spr_crits_battle_2420.png,Diabolic Rebel,Diabolic Horde,Chaos,43,18,18,13,18,110,"Bastion of the Void, The Barrens",Diabolic Revolution
spr_crits_battle_1268.png,Djinn Illusionist,Djinn,Sorcery,36,13,28,13,18,108,"Refuge of the Magi, The Barrens",Alleviation
spr_crits_battle_1264.png,Djinn Arcanomancer,Djinn,Sorcery,35,13,28,13,18,107,"Refuge of the Magi, The Barrens",Ascendancy
spr_crits_battle_1267.png,Djinn Ghula,Djinn,Sorcery,31,13,28,13,18,103,"Refuge of the Magi, The Barrens",Atmosphere
spr_crits_battle_1271.png,Vengeful Djinn,Djinn,Sorcery,35,13,28,13,18,107,"Refuge of the Magi, The Barrens",Celebrate Decline
spr_crits_battle_1265.png,Djinn Dreamweaver,Djinn,Sorcery,38,13,28,13,18,110,"Refuge of the Magi, The Barrens",Chain Spells
spr_crits_battle_1270.png,Unchained Djinn,Djinn,Sorcery,38,13,28,13,18,110,"Refuge of the Magi, The Barrens",Ley Lines
spr_crits_battle_1266.png,Djinn Evoker,Djinn,Sorcery,35,13,28,13,18,107,"Refuge of the Magi, The Barrens",Mega Bomb
spr_crits_battle_1269.png,Djinn Pyromancer,Djinn,Sorcery,38,13,28,13,18,110,"Refuge of the Magi, The Barrens",Pyromaniac
spr_crits_battle_2301.png,Bastion,Doom Fortress,Chaos,42,17,17,27,7,110,Gonfurian God Shop,Congregation
spr_crits_battle_2306.png,Stronghold,Doom Fortress,Chaos,43,18,18,27,7,113,Gonfurian God Shop,Derision
spr_crits_battle_2303.png,Mouth of Hell,Doom Fortress,Chaos,43,18,18,23,8,110,Gonfurian God Shop,Glass House
spr_crits_battle_2300.png,Citadel,Doom Fortress,Chaos,42,17,17,27,7,110,Gonfurian God Shop,Mind Prison
spr_crits_battle_2304.png,Necropolis,Doom Fortress,Chaos,42,17,17,27,7,110,Gonfurian God Shop,Necrotic Protection
spr_crits_battle_2307.png,Pandemonium King,Doom Fortress,Chaos,42,17,17,27,7,110,Rare Encounter,Pandemonium Prayer
spr_crits_battle_2305.png,Pandemonium Queen,Doom Fortress,Chaos,43,18,17,27,7,112,Rare Encounter,Pandemonium Sin
spr_crits_battle_2302.png,Crypt,Doom Fortress,Chaos,42,17,17,27,7,110,Gonfurian God Shop,Rally
spr_crits_battle_2299.png,Alcazar,Doom Fortress,Chaos,40,17,17,27,7,108,Gonfurian God Shop,Steadfast Resilience
spr_crits_battle_2310.png,Death Guard,Doomguard,Chaos,39,12,17,27,17,112,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Awareness
spr_crits_battle_2311.png,Infernal Guard,Doomguard,Chaos,41,11,16,26,16,110,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Bulwark
spr_crits_battle_2314.png,Sentry Guard,Doomguard,Chaos,39,12,17,27,17,112,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Fortification
spr_crits_battle_2313.png,Perdition Guard,Doomguard,Chaos,41,11,16,26,16,110,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Guardian
spr_crits_battle_2308.png,Abaddon Guard,Doomguard,Chaos,41,11,16,26,16,110,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Hell's Protection
spr_crits_battle_2312.png,Pit Guard,Doomguard,Chaos,42,11,16,26,16,111,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Rampart
spr_crits_battle_2309.png,Chaos Guard,Doomguard,Chaos,39,12,17,27,17,112,"Great Pandemonium, Kingdom of Heretics, Torture Chamber",Vigor
spr_crits_battle_1263.png,Subaqueous Dragon,Dragon,Sorcery,32,20,20,15,20,107,"Faraway Enclave, Unsullied Meadows",Blend
spr_crits_battle_1256.png,Dragon Guardian,Dragon,Sorcery,35,20,20,15,20,110,"Faraway Enclave, Unsullied Meadows",Corrosive Dragon Breath
spr_crits_battle_1259.png,Dragon Scout,Dragon,Sorcery,36,20,20,15,20,111,"Faraway Enclave, Unsullied Meadows",Deflective Dragon Armor
spr_crits_battle_1255.png,Fortune Dragon,Dragon,Sorcery,36,21,21,11,16,105,Sorcery Guild,Dragon Dance
spr_crits_battle_1258.png,Dragon Revenant,Dragon,Sorcery,35,20,19,14,19,107,"Faraway Enclave, Unsullied Meadows",Dynamic Dragon Scales
spr_crits_battle_2718.png,Dragon Spirit,Dragon,Sorcery,38,13,18,28,13,110,Sorcery Guild,Memento Vivere
spr_crits_battle_1261.png,Dragon Soldier,Dragon,Sorcery,35,20,20,15,20,110,"Faraway Enclave, Unsullied Meadows",Menacing Dragon Fangs
spr_crits_battle_1257.png,Dragon Queen,Dragon,Sorcery,34,19,19,17,19,108,"Faraway Enclave, Unsullied Meadows",Piercing Dragon Claws
spr_crits_battle_1260.png,Dragon Sentinel,Dragon,Sorcery,35,20,20,15,20,110,"Faraway Enclave, Unsullied Meadows",Sweeping Dragon Tail
spr_crits_battle_1253.png,Dryad Vindicator,Dryad,Nature,31,16,16,21,21,105,Shallan God Shop,Absolution
spr_crits_battle_1254.png,Dryad Warden,Dryad,Nature,30,15,15,23,20,103,Shallan God Shop,Duplication
spr_crits_battle_1248.png,Dryad Naturalist,Dryad,Nature,28,16,16,21,21,102,Shallan God Shop,Extension
spr_crits_battle_1251.png,Dryad Seductress,Dryad,Nature,31,16,16,21,21,105,Shallan God Shop,Green Eyes
spr_crits_battle_1249.png,Dryad Proliferator,Dryad,Nature,29,17,17,22,22,107,Shallan God Shop,Moonlight
spr_crits_battle_1252.png,Dryad Sunbather,Dryad,Nature,28,16,16,21,21,102,Nature Guild,Oulala
spr_crits_battle_1250.png,Dryad Raincaller,Dryad,Nature,32,17,17,21,21,108,Shallan God Shop,Soothing Rain
spr_crits_battle_1247.png,Dryad Keeper,Dryad,Nature,28,16,16,21,21,102,Shallan God Shop,Surge
spr_crits_battle_1310.png,Vegetable Dumpling,Dumpling,Nature,43,18,18,16,16,111,Unknown,Clean Eating
spr_crits_battle_1309.png,Squash,Dumpling,Nature,42,17,17,17,17,110,Unknown,Extra Treat
spr_crits_battle_1306.png,Melon,Dumpling,Nature,42,17,17,17,17,110,Unknown,Glucose
spr_crits_battle_2404.png,Nugget,Dumpling,Nature,40,18,17,18,18,111,Treasure Golems,Greed is Good
spr_crits_battle_2611.png,Omelette,Dumpling,Nature,42,17,17,17,17,110,Complete realm quest with Dumpling in party,High Protein
spr_crits_battle_2612.png,Pudding,Dumpling,Nature,40,15,18,18,18,109,Fuse a Nugget and a Dumpling,Proof Is In the Pudding
spr_crits_battle_2405.png,King Dumpling,Dumpling,Nature,45,20,20,20,20,125,Unknown,Rich Get Richer
spr_crits_battle_1304.png,Dumpling,Dumpling,Nature,43,17,17,17,17,111,Rare Encounter,Secret Ingredient
spr_crits_battle_2298.png,Wildfire Efreet,Efreet,Sorcery,36,16,21,16,21,110,"Bastion of the Void, Great Pandemonium, The Barrens",Ashes to Ashes
spr_crits_battle_2294.png,Flametongue Efreet,Efreet,Sorcery,34,16,21,16,21,108,"Bastion of the Void, Great Pandemonium, The Barrens",In Flames
spr_crits_battle_2292.png,Ashbone Efreet,Efreet,Sorcery,37,17,20,15,20,109,"Bastion of the Void, Great Pandemonium, The Barrens",Infinite Inferno
spr_crits_battle_2295.png,Frostfire Efreet,Efreet,Sorcery,36,16,21,16,21,110,"Bastion of the Void, Great Pandemonium, The Barrens",Living Flame
spr_crits_battle_2297.png,Volcanic Efreet,Efreet,Sorcery,34,14,19,17,22,106,"Bastion of the Void, Great Pandemonium, The Barrens",Smolder
spr_crits_battle_2296.png,Obsidian Efreet,Efreet,Sorcery,35,15,20,15,20,105,"Bastion of the Void, Great Pandemonium, The Barrens",Snuff
spr_crits_battle_2293.png,Dreadful Efreet,Efreet,Sorcery,36,16,21,16,21,110,"Bastion of the Void, Great Pandemonium, The Barrens",Stoke
spr_crits_battle_2320.png,Eft Elder,Eft,Nature,31,21,16,16,21,105,Apocranox God Shop,Dismemberment
spr_crits_battle_2316.png,Eft Scavenger,Eft,Nature,28,21,16,16,21,102,Apocranox God Shop,Hamstring
spr_crits_battle_2318.png,Eft Stalker,Eft,Nature,29,22,17,17,22,107,Apocranox God Shop,Maim
spr_crits_battle_2315.png,Bloody Eft,Eft,Nature,33,23,16,16,21,109,Apocranox God Shop,Pride of the Pack
spr_crits_battle_2319.png,Eft Climber,Eft,Nature,28,21,16,16,21,102,Apocranox God Shop,Render Flesh
spr_crits_battle_2317.png,Eft Howler,Eft,Nature,29,22,17,17,22,107,Apocranox God Shop,Throat Ripper
spr_crits_battle_1300.png,Jingle Elf,Elf,Nature,33,18,18,18,18,105,Nature Guild,Annoying Bobblehead
spr_crits_battle_1296.png,Elf Brawler,Elf,Nature,27,24,9,19,24,103,Nature Guild,Brawl
spr_crits_battle_1301.png,Elf Monk,Elf,Nature,33,18,18,18,18,105,Regalis God Shop,Forgiveness And Other Blunders
spr_crits_battle_1295.png,Elf Barbarian,Elf,Nature,30,18,18,18,18,102,Regalis God Shop,Hate and Other Triumphs
spr_crits_battle_1303.png,Elf Rogue,Elf,Nature,31,18,18,18,18,103,Regalis God Shop,Justice and Other Fallacies
spr_crits_battle_1298.png,Elf Drifter,Elf,Nature,33,18,18,17,18,104,Regalis God Shop,Life and Other Illusions
spr_crits_battle_1299.png,Elf Huntsman,Elf,Nature,30,18,18,18,18,102,Regalis God Shop,Love and Other Disasters
spr_crits_battle_1297.png,Elf Cleric,Elf,Nature,30,18,18,18,18,102,Regalis God Shop,Madness And Other Ideals
spr_crits_battle_1302.png,Elf Mystic,Elf,Nature,33,18,18,18,18,105,Regalis God Shop,Peace and Other Myths
spr_crits_battle_1290.png,Efflorescent Ent,Ent,Nature,32,18,23,23,13,109,"Blood Grove, The Swamplands",Black Lotus
spr_crits_battle_1296.png,Aspen Ent,Ent,Nature,43,18,18,18,13,110,Nature Guild,Cycle of Life
spr_crits_battle_1292.png,Evergreen Ent,Ent,Nature,37,17,22,22,12,110,Nature Guild,Infested With Ants
spr_crits_battle_1289.png,Ebony Ent,Ent,Nature,34,17,22,22,12,107,"Blood Grove, The Swamplands",Nature's Blessing
spr_crits_battle_1293.png,Hemlock Ent,Ent,Nature,38,18,23,18,13,110,"Blood Grove, The Swamplands",Nutrient Blood
spr_crits_battle_1287.png,Ashwood Ent,Ent,Nature,35,17,22,22,12,108,"Blood Grove, The Swamplands",Optimism
spr_crits_battle_1294.png,Timeworn Ent,Ent,Nature,37,17,22,22,12,110,"Blood Grove, The Swamplands",Sacred Bark
spr_crits_battle_1286.png,Ancient Ent,Ent,Nature,37,17,22,22,12,110,"Blood Grove, The Swamplands",Stampede
spr_crits_battle_1291.png,Elder Ent,Ent,Nature,36,16,21,21,11,105,"Blood Grove, The Swamplands",Unscathed
spr_crits_battle_1279.png,Arcane Familiar,Familiar,Sorcery,28,16,26,16,16,102,Zonte God Shop,All For One
spr_crits_battle_1280.png,Elemental Familiar,Familiar,Sorcery,33,18,28,13,13,105,Zonte God Shop,Conversion
spr_crits_battle_1283.png,Mystical Familiar,Familiar,Sorcery,31,16,26,16,16,105,Zonte God Shop,Group Meditation
spr_crits_battle_1285.png,Spectral Familiar,Familiar,Sorcery,32,17,25,15,15,104,Zonte God Shop,Higher Understanding
spr_crits_battle_1281.png,Flood Familiar,Familiar,Sorcery,31,16,26,16,16,105,Zonte God Shop,One For All
spr_crits_battle_1282.png,Judge Familiar,Familiar,Sorcery,31,16,26,16,16,105,Zonte God Shop,Pierce the Veil
spr_crits_battle_1284.png,Palace Familiar,Familiar,Sorcery,32,16,26,16,16,106,Zonte God Shop,Potency
spr_crits_battle_1328.png,Ferocious Fiend,Fiend,Chaos,32,27,12,12,22,105,Tartarith God Shop,Agitation
spr_crits_battle_1327.png,Destroyer Fiend,Fiend,Chaos,30,28,13,13,23,107,Tartarith God Shop,Bloodfury
spr_crits_battle_1329.png,Mauler Fiend,Fiend,Chaos,33,28,12,12,22,107,Tartarith God Shop,Eyesore
spr_crits_battle_1326.png,Deceptive Fiend,Fiend,Chaos,32,27,12,12,22,105,Tartarith God Shop,Flash of Anger
spr_crits_battle_1325.png,Berserker Fiend,Fiend,Chaos,30,28,13,13,23,107,Tartarith God Shop,Outrage
spr_crits_battle_1330.png,Thrasher Fiend,Fiend,Chaos,29,27,12,12,22,102,Tartarith God Shop,Relentless Hunger
spr_crits_battle_1324.png,Annihilator Fiend,Fiend,Chaos,30,25,13,13,23,104,Tartarith God Shop,Uncontrollable Anger
spr_crits_battle_2326.png,Forsaken Plaguebearer,Forsaken,Death,37,17,17,22,17,110,Alexandria God Shop,Anxiety
spr_crits_battle_2327.png,Forsaken Spinewhipper,Forsaken,Death,38,18,18,20,15,109,Alexandria God Shop,Contradiction
spr_crits_battle_2324.png,Forsaken Scourgewalker,Forsaken,Death,32,17,17,22,17,105,Alexandria God Shop,Curse of the Silent
spr_crits_battle_2323.png,Forsaken Swampdweller,Forsaken,Death,33,13,18,23,18,105,Alexandria God Shop,Darkness Surrounding
spr_crits_battle_2322.png,Forsaken Rotmongerer,Forsaken,Death,36,16,16,22,16,106,Alexandria God Shop,Stupify
spr_crits_battle_2325.png,Forsaken Seacrawler,Forsaken,Death,36,16,16,23,18,109,Alexandria God Shop,Transmogrification
spr_crits_battle_2321.png,Forsaken Bonescraper,Forsaken,Death,38,18,16,21,16,109,Alexandria God Shop,Whetted Bones
spr_crits_battle_1320.png,Monstrous Gargantuan,Gargantuan,Nature,42,22,12,27,7,110,"Frostbite Caverns, Titan's Wound",Bide
spr_crits_battle_1317.png,Fearsome Gargantuan,Gargantuan,Nature,42,22,12,27,7,110,"Frostbite Caverns, Titan's Wound",Charge
spr_crits_battle_1321.png,Shackled Gargantuan,Gargantuan,Nature,39,22,12,27,7,107,"Frostbite Caverns, Titan's Wound",Come Hither
spr_crits_battle_1322.png,Sturdy Gargantuan,Gargantuan,Nature,42,22,12,27,7,110,"Frostbite Caverns, Titan's Wound",Defer Pain
spr_crits_battle_1316.png,Daunting Gargantuan,Gargantuan,Nature,39,22,12,27,7,107,"Frostbite Caverns, Titan's Wound",Furor
spr_crits_battle_1318.png,Forest Gargantuan,Gargantuan,Nature,39,22,12,27,7,107,"Frostbite Caverns, Titan's Wound",Resprout
spr_crits_battle_1319.png,Gruesome Gargantuan,Gargantuan,Nature,42,22,12,27,7,110,"Frostbite Caverns, Titan's Wound",Scrutiny
spr_crits_battle_2716.png,Volcanic Gargantuan,Gargantuan,Nature,42,7,27,28,8,112,Nature Guild,Spontaneous Combustion
spr_crits_battle_2626.png,Goretongue Gargoyle,Gargoyle,Chaos,32,12,22,22,17,105,"Great Pandemonium, Sanctum Umbra",Discord
spr_crits_battle_2725.png,Steelheart Gargoyle,Gargoyle,Sorcery,39,10,25,10,25,109,Sorcery Guild,Heart of Steel
spr_crits_battle_2628.png,Sunclaw Gargoyle,Gargoyle,Chaos,30,10,23,23,18,104,"Great Pandemonium, Sanctum Umbra",Primitive Incantation
spr_crits_battle_2627.png,Nightwing Gargoyle,Gargoyle,Chaos,30,10,23,23,18,104,"Great Pandemonium, Sanctum Umbra",Ransack
spr_crits_battle_2629.png,Stonehorn Gargoyle,Gargoyle,Chaos,32,12,22,22,17,105,"Great Pandemonium, Sanctum Umbra",Reign of Chaos
spr_crits_battle_2625.png,Dusktail Gargoyle,Gargoyle,Chaos,30,13,23,23,18,107,"Great Pandemonium, Sanctum Umbra",Sleight of Hand
spr_crits_battle_2624.png,Darkeye Gargoyle,Gargoyle,Chaos,30,13,23,23,18,107,"Great Pandemonium, Sanctum Umbra",The Wicked End
spr_crits_battle_2623.png,Bloodfang Gargoyle,Gargoyle,Chaos,33,13,23,22,17,108,"Great Pandemonium, Sanctum Umbra",War Magic
spr_crits_battle_1379.png,Whitestar Gemling,Gemling,Sorcery,31,11,21,20,20,103,Aurum God Shop,Distribution
spr_crits_battle_1381.png,Nightvelvet Gemling,Gemling,Sorcery,28,11,21,21,21,102,Aurum God Shop,Neodymium
spr_crits_battle_1378.png,Rockmoss Gemling,Gemling,Sorcery,28,11,21,21,21,102,Aurum God Shop,Obelisk
spr_crits_battle_1377.png,Crystaldune Gemling,Gemling,Sorcery,31,11,21,21,21,105,Aurum God Shop,Oscillation
spr_crits_battle_1376.png,Stillfire Gemling,Gemling,Sorcery,31,11,21,21,21,105,Aurum God Shop,Quality Over Quanitity
spr_crits_battle_1380.png,Eternaldew Gemling,Gemling,Sorcery,26,12,22,22,22,104,Aurum God Shop,Tumble
spr_crits_battle_2330.png,Festering Ghoul,Ghoul,Death,32,27,7,14,27,107,Path of the Damned,Dark Roamer
spr_crits_battle_2329.png,Delirious Ghoul,Ghoul,Death,31,26,6,16,26,105,Path of the Damned,Foot Eater
spr_crits_battle_2333.png,Hysteria Ghoul,Ghoul,Death,31,26,6,16,26,105,Path of the Damned,Frenzy
spr_crits_battle_2334.png,Maniacal Ghoul,Ghoul,Death,27,27,7,17,27,105,Path of the Damned,Grim Aura
spr_crits_battle_2331.png,Frenzy Ghoul,Ghoul,Death,26,27,7,17,27,104,Path of the Damned,Horde
spr_crits_battle_2700.png,Ghoul Ringleader,Ghoul,Death,32,17,18,18,18,103,Death Guild,Only For The Weak
spr_crits_battle_2335.png,Rapturous Ghoul,Ghoul,Death,32,27,7,14,27,107,Path of the Damned,Ravage
spr_crits_battle_1343.png,Stone Giant,Giant,Nature,42,22,12,22,12,110,"Frostbite Caverns, Titan's Wound",Absorption
spr_crits_battle_1338.png,Cosmic Giant,Giant,Nature,40,22,12,22,12,108,"Frostbite Caverns, Titan's Wound",Admire the Gods
spr_crits_battle_1340.png,Giant Mangler,Giant,Nature,43,23,13,18,13,110,"Frostbite Caverns, Titan's Wound",Boastful Protector
spr_crits_battle_1339.png,Jolly Old Giant,Giant,Nature,39,22,12,22,12,107,Nature Guild,"Ho Ho Oh, !@#$"
spr_crits_battle_1345.png,Wall Giant,Giant,Nature,42,22,12,22,12,110,"Frostbite Caverns, Titan's Wound",Hostile Vitality
spr_crits_battle_1341.png,Mystical Giant,Giant,Nature,39,22,12,22,12,107,"Frostbite Caverns, Titan's Wound",Pilgrimage
spr_crits_battle_1342.png,Sand Giant,Giant,Nature,43,23,13,18,13,110,"Frostbite Caverns, Titan's Wound",Rapid Regeneration
spr_crits_battle_2688.png,War Giant,Giant,Chaos,42,22,12,22,12,110,Chaos Guild,Reforged
spr_crits_battle_1337.png,Colossal Giant,Giant,Nature,40,20,13,23,13,109,"Frostbite Caverns, Titan's Wound",Strength of the World
spr_crits_battle_1344.png,Tower Giant,Giant,Nature,43,22,12,22,12,111,"Frostbite Caverns, Titan's Wound",Wreck
spr_crits_battle_1364.png,Kapre,Godspawn,Nature,30,25,15,14,20,104,Apocranox God Shop,Any Given Sin
spr_crits_battle_1371.png,The Lost,Godspawn,Chaos,36,21,16,16,16,105,Tartarith God Shop,Beyond Oblivion
spr_crits_battle_1374.png,Walken,Godspawn,Death,34,19,19,19,19,110,Vertraag God Shop,Closure
spr_crits_battle_1354.png,Aja Birku,Godspawn,Sorcery,32,17,17,20,17,103,Azural God Shop,Dimensions
spr_crits_battle_1369.png,Ottum,Godspawn,Chaos,31,18,18,18,18,103,Vulcanar God Shop,Elimination Process
spr_crits_battle_1360.png,Elqor,Godspawn,Sorcery,34,19,19,19,19,110,Zonte God Shop,Empire
spr_crits_battle_1359.png,Dikya,Godspawn,Life,34,19,18,18,18,107,Lister God Shop,Eve
spr_crits_battle_1357.png,Darksulker,Godspawn,Sorcery,33,18,18,18,18,105,Tenebris God Shop,From Death to Destiny
spr_crits_battle_1366.png,Linta,Godspawn,Death,39,14,24,17,17,111,Mortem God Shop,Great Expectations
spr_crits_battle_1372.png,Tisya,Godspawn,Death,34,19,19,19,19,110,Erebyss God Shop,Heartrage
spr_crits_battle_1355.png,Alakadan,Godspawn,Nature,33,18,18,18,18,105,Regalis God Shop,Hopelessly Hopeful
spr_crits_battle_1375.png,Yllor,Godspawn,Nature,35,20,18,18,18,109,Meraxis God Shop,Iniquity
spr_crits_battle_1373.png,Ugat,Godspawn,Nature,32,17,17,20,20,106,Torun God Shop,Karma
spr_crits_battle_1365.png,Laglor,Godspawn,Life,34,19,19,19,19,110,Yseros God Shop,Nostalgia
spr_crits_battle_1361.png,Emlai,Godspawn,Life,33,18,18,18,18,105,Surathli God Shop,Release the Cure
spr_crits_battle_1363.png,Kalasag,Godspawn,Sorcery,33,18,18,18,18,105,Aeolian God Shop,Rescue Ride
